K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,K_SEQ,STABR,PUB_FIPS,YR
CT0093,08400,Milford Public Library,57 New Haven Ave.,Milford,06460,3308,2037833290,NEW HAVEN,CE,NC,G,0,002,CT,09,93
CT0094,08500,Monroe Public Library,7 Fan Hill Rd.,Monroe,06468,1823,2034525458,FAIRFIELD,CE,NC,E,0,002,CT,09,93
CT0095,08600,Raymond Library,832 RAYMOND HILL RD.,MONTVILLE,06370,1315,2038489943,NEW LONDON,CE,NC,E,0,002,CT,09,93
CT0096,08700,Morris Public Library,3 EAST ST.,Morris,06763,0085,2035670160,LITCHFIELD,CE,NO,B,0,002,CT,09,93
CT0097,08800,Howard Whittemore Memorial Library,243 Church St.,Naugatuck,06770,4198,2037294591,NEW HAVEN,CE,NC,F,0,002,CT,09,93
CT0098,08900,New Britain Public Library,20 High St.,New Britain,06051,2206,2032243155,HARTFORD,CE,CC,G,0,002,CT,09,93
CT0098,08902,EAST STREET BRANCH LIBRARY,599 EAST STREET,NEW BRITAIN,06051,2133,2032233832,HARTFORD,BR,CC,E,0,003,CT,09,93
CT0098,08903,THOMAS JEFFERSON BRANCH LIBRARY,140 HORSE PLAIN ROAD,NEW BRITAIN,06053,1622,2032254700,HARTFORD,BR,CC,E,0,004,CT,09,93
CT0099,09000,New Canaan Library,151 Main St.,New Canaan,06840,5595,2039661411,FAIRFIELD,CE,NC,E,0,002,CT,09,93
CT0100,09100,New Fairfield Free Public Library,Route 39,New Fairfield,06812,1865,2037469297,FAIRFIELD,CE,NC,E,0,002,CT,09,93
CT0101,09201,"BAKERVILLE LIBRARY, INC.",6 Maple Hollow Rd.,New Hartford,06057,9721,2034828806,LITCHFIELD,CE,NC,C,0,002,CT,09,93
CT0102,09212,"New Hartford Library, Inc.",Main St.,New Hartford,06057,0247,2033797235,LITCHFIELD,CE,NC,C,0,002,CT,09,93
CT0103,09300,New Haven Free Public Library,133 Elm St.,New Haven,06510,2003,2037878130,NEW HAVEN,CE,CC,H,0,002,CT,09,93
CT0103,09303,FAIR HAVEN BRANCH LIBRARY,182 GRAND AVENUE,NEW HAVEN,06513,3993,2037878115,NEW HAVEN,BR,CC,E,0,004,CT,09,93
CT0103,09304,MITCHELL BRANCH LIBRARY,37 HARRISON STREET,NEW HAVEN,06515,1722,2037878117,NEW HAVEN,BR,CC,E,0,005,CT,09,93
CT0103,09306,STETSON BRANCH LIBRARY,200 DIXWELL AVENUE,NEW HAVEN,06511,3416,2037878119,NEW HAVEN,BR,CC,E,0,007,CT,09,93
CT0104,09400,Lucy Robbins Welles Library,95 Cedar St.,Newington,06111,2603,2036669350,HARTFORD,CE,CC,F,0,002,CT,09,93
CT0105,09500,Public Library of New London,63 Huntington St.,New London,06320,6194,2034471411,NEW LONDON,CE,CC,F,0,002,CT,09,93
CT0106,09600,New Milford Public Library,24 Main St.,New Milford,06776,2882,2033551191,LITCHFIELD,CE,NC,E,0,002,CT,09,93
CT0107,09700,Cyrenius H. Booth Library,25 Main St.,Newtown,06470,2105,2034264533,FAIRFIELD,CE,NC,E,0,002,CT,09,93
CT0108,09800,Norfolk Library,9 Greenwoods Rd.,Norfolk,06058,0605,2035425075,LITCHFIELD,CE,NO,B,0,002,CT,09,93
CT0109,09902,ATWATER MEMORIAL LIBRARY,"P.O.BOX 258,1720 FOXON ROAD",NORTH BRANFORD,06471,1506,2034887205,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0109,09903,EDWARD SMITH LIBRARY,"P.O.BOX 130, OLD POST ROAD",NORTH BRANFORD,06472,0130,2034840469,NEW HAVEN,BR,NC,D,0,003,CT,09,93
CT0110,10000,Douglas Library,108 Main St.,NORTH CANAAN,06018,9999,2038247863,LITCHFIELD,CE,NO,C,0,002,CT,09,93
CT0111,10100,NORTH HAVEN MEMORIAL LIBRARY,17 Elm St.,North Haven,06473,2595,2032395803,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0112,10200,Wheeler Library,101 MAIN ST.,North Stonington,06359,0217,2035350383,NEW LONDON,CE,NO,C,0,002,CT,09,93
CT0113,10301,East Norwalk Improvement Association,51 Van Zant St.,Norwalk,06855,1997,2035380408,FAIRFIELD,CE,CC,G,0,002,CT,09,93
CT0114,10312,Norwalk Public Library,1 Belden Ave.,Norwalk,06850,3303,2038665559,FAIRFIELD,CE,CC,G,0,002,CT,09,93
CT0114,10313,SOUTH NORWALK BRANCH LIBRARY,10 WASHINGTON STREET,NORWALK,06854,2777,2038666240,FAIRFIELD,BR,CC,F,0,003,CT,09,93
CT0115,10322,Rowayton Library,33 Highland Ave.,NORWALK,06853,1511,2038385038,FAIRFIELD,CE,CC,G,0,002,CT,09,93
CT0116,10400,Otis Library,261 Main St.,Norwich,06360,5834,2038892365,NEW LONDON,CE,CC,F,0,002,CT,09,93
CT0117,10500,OLD LYME - PHOEBE GRIFFIN NOYES LIBRARY,2 Library Lane,Old Lyme,06371,2302,2034341684,NEW LONDON,CE,NC,D,0,002,CT,09,93
CT0118,10600,Acton Public Library,60 Old Boston Post Rd.,Old Saybrook,06475,2200,2033880313,MIDDLESEX,CE,NC,D,0,002,CT,09,93
CT0119,10700,Orange Public Library,613 Orange Center Rd.,Orange,06477,2498,2037950288,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0120,10800,Oxford Public Library,486 Oxford Rd.,Oxford,06483,1297,2038886944,NEW HAVEN,CE,NC,D,0,002,CT,09,93
CT0121,10901,Aldrich Free Public Library,299 Main St.,PLAINFIELD,06354,1097,2035648760,WINDHAM,CE,NO,E,0,002,CT,09,93
CT0122,10912,Plainfield Public Library,39 Railroad Ave.,Plainfield,06374,9999,2035644407,WINDHAM,CE,NO,E,0,002,CT,09,93
CT0123,10922,Central Village Public Library,51 Black Hill Rd.,PLAINFIELD,06332,0158,2035647753,WINDHAM,CE,NO,E,0,002,CT,09,93
CT0124,11000,Plainville Public Library,56 East Main St.,Plainville,06062,1934,2037931446,HARTFORD,CE,NC,E,0,002,CT,09,93
CT0125,11101,Plymouth Library Association,13 East Main St.,Plymouth,06782,9701,2032835977,LITCHFIELD,CE,NC,E,0,002,CT,09,93
CT0126,11112,Terryville Public Library,132 Main St.,PLYMOUTH,06786,1497,2035823121,LITCHFIELD,CE,NC,E,0,002,CT,09,93
CT0127,11201,Pomfret Free Public Library,449 Pomfret St.,Pomfret,06258,0091,2039283475,WINDHAM,CE,NO,C,0,002,CT,09,93
CT0128,11212,Abington Social Library,536 Hampton Rd.,POMFRET,06230,0118,2039740415,WINDHAM,CE,NC,C,0,002,CT,09,93
CT0129,11300,Portland Public Library,20 Freestone Ave.,Portland,06840,1818,2033421841,MIDDLESEX,CE,NC,D,0,002,CT,09,93
CT0130,11400,Preston Public Library,RFD #1 389 Route 2,Preston,06365,8840,2038861010,NEW LONDON,CE,NC,C,0,002,CT,09,93
CT0131,11500,Prospect Public Library,17 Center St.,Prospect,06712,2101,2037583001,NEW HAVEN,CE,NC,D,0,002,CT,09,93
CT0132,11600,Putnam Public Library,225 Kennedy Dr.,Putnam,06260,1691,2039286489,WINDHAM,CE,NO,D,0,002,CT,09,93
CT0133,11700,Mark Twain Library,439 Redding Rd.,Redding,06875,0009,2039382545,FAIRFIELD,CE,NC,D,0,002,CT,09,93
CT0134,11800,Ridgefield Library,472 Main St.,Ridgefield,06877,4504,2034382282,FAIRFIELD,CE,NO,E,0,002,CT,09,93
CT0135,11900,Cora J. Belden Library,33 Church St.,Rocky Hill,06067,1515,2035292379,HARTFORD,CE,NC,E,0,002,CT,09,93
CT0136,12000,Hodge Memorial Library,4 North St.,Roxbury,06783,0249,2033502181,LITCHFIELD,CE,NO,B,0,002,CT,09,93
CT0137,12100,Salem Free Public Library,216 Hartford Rd.,Salem,06420,3808,2038591130,NEW LONDON,CE,NO,B,0,002,CT,09,93
CT0138,12200,Scoville Memorial Library,38 Main St.,Salisbury,06068,0446,2034352838,LITCHFIELD,CE,NO,C,0,002,CT,09,93
CT0139,12300,Scotland Public Library,9 Devotion Rd.,Scotland,06264,0286,2034568627,WINDHAM,CE,NO,B,0,002,CT,09,93
CT0140,12400,Seymour Public Library,46 Church St.,Seymour,06483,2612,2038883903,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0141,12500,Hotchkiss Library,10 Upper Main St.,Sharon,06069,9999,2033645041,LITCHFIELD,CE,NO,C,0,002,CT,09,93
ID0021,IDCM,CAMBRIDGE COMMUNITY,GENERAL DELIVERY,CAMBRIDGE,83610,9999,2082573434,WASHINGTON,CE,NO,B,0,002,ID,16,93
ID0022,IDCN,COUNCIL VALLEY DISTRICT,PO BOX E,COUNCIL,83612,0804,2082536004,ADAMS,CE,NO,B,0,002,ID,16,93
ID0023,IDCS,CASCADE PUBLIC,PO BOX 697,CASCADE,83611,0697,2083824757,VALLEY,CE,NO,B,0,002,ID,16,93
ID0024,IDD,South Bannock District,Box D,Downey,83234,0160,2088975270,BANNOCK,CE,NO,D,0,002,ID,16,93
ID0024,IDD,SOUTH BANNOCK DISTRICT - LAVA HOT SPRINGS BR,SOUTH BANNOCK DISTRICT LIBRARY,LAVA HOT SPRINGS,83246,9999,2087765301,BANNOCK,BR,NO,U,0,003,ID,16,93
ID0025,IDDU,Clark County District,PO Box 67,Dubois,83423,0067,2083745267,CLARK,CE,NO,A,0,002,ID,16,93
ID0026,IDEA,Eagle Public Library,PO Box 908,Eagle,83616,0908,2089396814,ADA,CE,NO,E,0,002,ID,16,93
ID0027,IDEM,EMMETT PUBLIC,275 SOUTH HAYES,EMMETT,83617,2972,2083656057,GEM,CE,NO,C,0,002,ID,16,93
ID0028,IDER,ELK RIVER SCHOOL/COMMUNITY,PO BOX 187,ELK RIVER,83827,0187,2088263539,CLEARWATER,CE,NO,A,0,002,ID,16,93
ID0029,IDFA,CAMAS COUNTY DISTRICT,PO BOX 292,FAIRFIELD,83327,0292,2087642553,CAMAS,CE,NO,A,0,002,ID,16,93
ID0030,IDFI,FILER PUBLIC,PO BOX 52,FILER,83328,0052,2083264143,TWIN FALLS,CE,NO,B,0,002,ID,16,93
ID0032,IDGA,Garden Valley District,HC76 Box 2199,Garden Valley,83622,9703,2084623317,BOISE,CE,NO,B,0,002,ID,16,93
ID0033,IDGC,GARDEN CITY PUBLIC,201 E 50TH ST,GARDEN CITY,83714,1429,2083772180,ADA,CE,NO,D,0,002,ID,16,93
ID0034,IDGF,GLENNS FERRY PUBLIC,PO BOX 910,GLENNS FERRY,83623,0910,2083677418,ELMORE,CE,NO,B,0,002,ID,16,93
ID0035,IDGG,GRANGEVILLE CENTENNIAL,215 WEST NORTH,GRANGEVILLE,83530,1729,2089830951,IDAHO,CE,NO,C,0,002,ID,16,93
ID0036,IDGO,GOODING PUBLIC,306 FIFTH AVENUE W,GOODING,83330,1205,2089344089,GOODING,CE,NO,C,0,002,ID,16,93
ID0037,IDGR,GRACE DISTRICT,PO BOX B,GRACE,83241,0200,2084253695,CARIBOU,CE,NO,C,0,002,ID,16,93
ID0038,IDGV,EASTERN OWYHEE COUNTY DISTRICT,PO BOX 100,GRAND VIEW,83624,0100,2088342785,OWYHEE,CE,NO,D,0,002,ID,16,93
ID0039,IDHB,HORSESHOE BEND DISTRICT,"ROUTE 1, BOX 10A",HORSESHOE BEND,83629,9701,2087932460,BOISE,CE,NO,B,0,002,ID,16,93
ID0040,IDHG,HAGERMAN PUBLIC,PO BOX 330,HAGERMAN,83332,0330,2088376520,GOODING,CE,NO,A,0,002,ID,16,93
ID0041,IDHL,HAILEY PUBLIC,PO BOX 299,HAILEY,83333,0299,2087882036,BLAINE,CE,NO,C,0,002,ID,16,93
ID0042,IDHM,HOMEDALE PUBLIC,PO BOX 1087,HOMEDALE,83628,1087,2083374228,OWYHEE,CE,NO,B,0,002,ID,16,93
ID0043,IDHN,Hansen District,PO Box 150,Hansen,83334,0150,2084234122,TWIN FALLS,CE,NO,B,0,002,ID,16,93
ID0044,IDHR,HARRISON PUBLIC,PO BOX 1,HARRISON,83833,0001,        -1,KOOTENAI,CE,NO,A,0,002,ID,16,93
ID0045,IDIC,BOISE BASIN DISTRICT,PO BOX 219,IDAHO CITY,83631,0129,2083924558,BOISE,CE,NO,B,0,002,ID,16,93
ID0046,IDIF,IDAHO FALLS PUBLIC,457 BROADWAY,IDAHO FALLS,83402,3637,2085291450,BONNEVILLE,CE,NO,G,0,002,ID,16,93
ID0048,IDJ,JEROME PUBLIC,100 1ST AVENUE E,JEROME,83338,2302,2083245427,JEROME,CE,NO,D,0,002,ID,16,93
ID0049,IDKI,Kimberly Public,PO Box 96,Kimberly,83341,0096,2084234556,TWIN FALLS,CE,NO,C,0,002,ID,16,93
ID0050,IDKU,Kuna School/Community,1360 Boise St,Kuna,83634,1834,2089221002,ADA/CANYON,CE,NO,B,0,002,ID,16,93
ID0050,IDKU,KUNA - JUNIOR HIGH SCHOOL,441 PORTER AVENUE,KUNA,83634,  -1,2089221005,ADA/CANYON,BR,NO,B,0,003,ID,16,93
ID0050,IDKU,KUNA - ROSS ELEMENTARY SCHOOL,610 NORTH SCHOOL AVENUE,KUNA,83634,  -1,2089221011,ADA/CANYON,BR,NO,B,0,004,ID,16,93
ID0050,IDKU,KUNA - INDIAN CREEK ELEMENTARY SCHOOL,911 WEST 4,KUNA,83634,  -1,2089221009,ADA/CANYON,BR,NO,B,0,005,ID,16,93
ID0050,IDKU,KUNA - HUBBARD ELEMENTARY SCHOOL,311 EAST PORTER AVENUE,KUNA,83634,  -1,2089221007,ADA/CANYON,BR,NO,B,0,006,ID,16,93
ID0051,IDL,LEWISTON PUBLIC - TSCIMINICUM,428 THAIN ROAD,LEWISTON,83501,6519,2087436519,NEZ PERCE,CE,NO,F,0,002,ID,16,93
ID0051,IDL,LEWISTON PUBLIC - CARNEGIE,101 5TH STREET,LEWISTON,83501,  -1,2087437221,NEZ PERCE,BR,NO,U,0,003,ID,16,93
ID0052,IDLE,LEADORE COMMUNITY,PO BOX 106,LEADORE,83464,0106,        -1,LEMHI,CE,NO,A,0,002,ID,16,93
ID0053,IDLEW,LEWISVILLE PUBLIC,117 MAIN STREET P.O. BOX 158,LEWISVILLE,83431,0158,        -1,JEFFERSON,CE,NO,A,0,002,ID,16,93
ID0055,IDLNP-L,NEZ PERCE-LEWIS - CRAIGMONT BRANCH,112 W. MAIN,CRAIGMONT,83523,9999,2089245510,LEWIS,BR,NO,U,0,005,ID,16,93
ID0055,IDLNP-L,NEZ PERCE-LEWIS - NEZ PERCE BRANCH,502 OAK ST,NEZ PERCE,83543,  -1,2089372652,LEWIS,BR,NO,U,0,004,ID,16,93
ID0055,IDLNP-L,NEZ PERCE-LEWIS - WINCHESTER BRANCH,413 1/2 Nez Perce,WINCHESTER,83555,9999,2089247234,LEWIS,BR,NO,U,0,008,ID,16,93
ID0055,IDLNP-L,NEZ PERCE-LEWIS - MAIN,PO BOX 608  103 MAIN ST,LAPWAI,83540,0608,2088437254,NEZ PERCE,CE,NO,D,0,002,ID,16,93
ID0055,IDLNP-L,NEZ PERCE-LEWIS - CULDESAC BRANCH,608 MAIN,CULDESAC,83524,9999,2088432938,NEZ PERCE,BR,NO,U,0,003,ID,16,93
ID0055,IDLNP-L,NEZ PERCE-LEWIS - PECK BRANCH,PO BOX 112 217 N. Main  St.,PECK,83545,9999,2084869909,NEZ PERCE,BR,NO,U,0,007,ID,16,93
ID0056,IDMA,ONEIDA COUNTY DISTRICT,PO BOX 194,MALAD CITY,83252,0194,2087662229,ONEIDA,CE,NO,C,0,002,ID,16,93
ID0057,IDMAC,MACKAY DISTRICT,PO BOX 355,MACKAY,83251,0355,2085883333,CUSTER,CE,NO,A,0,002,ID,16,93
CT0142,12600,Plumb Memorial Library,65 Wooster St.,Shelton,06484,2995,2039241580,FAIRFIELD,CE,NC,F,0,002,CT,09,93
CT0143,12700,SHERMAN LIBRARY ASSN.,1 Sherman Center,Sherman,06784,0040,2033542455,FAIRFIELD,CE,NO,B,0,002,CT,09,93
CT0144,12800,Simsbury Public Library,725 Hopmeadow St.,Simsbury,06070,2210,2036587663,HARTFORD,CE,NC,E,0,002,CT,09,93
CT0145,12900,Somers Public Library,51 Ninth District Rd.,Somers,06071,1913,2037633501,TOLLAND,CE,NC,D,0,002,CT,09,93
CT0146,13000,Southbury Public Library,561 Main St. South,Southbury,06488,2212,2032644445,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0147,13100,Southington Public Library,255 Main St.,Southington,06489,2581,2036280947,HARTFORD,CE,NC,F,0,002,CT,09,93
CT0148,13200,South Windsor Public Library,1550 Sullivan Ave.,South Windsor,06074,2785,2036441541,HARTFORD,CE,NC,E,0,002,CT,09,93
CT0149,13300,Sprague Public Library,1 Main St.,SPRAGUE,06330,0162,2038223012,NEW LONDON,CE,NC,C,0,002,CT,09,93
CT0150,13400,Stafford Library Association,5 Spring St.,STAFFORD,06076,1504,2036842852,TOLLAND,CE,NC,D,0,002,CT,09,93
CT0151,13500,The Ferguson Library,One Public Library Plaza,Stamford,06904,2312,2039641000,FAIRFIELD,CE,CC,H,0,002,CT,09,93
CT0151,13502,SOUTH END COMMUNITY CENTER BRANCH LIBRARY,137 HENRY STREET,STAMFORD,06902,5801,2039641000,FAIRFIELD,BR,CC,E,0,003,CT,09,93
CT0151,13503,TURN OF RIVER BRANCH LIBRARY,752 HIGH RIDGE ROAD,STAMFORD,06905,2308,2039641000,FAIRFIELD,BR,CC,E,0,004,CT,09,93
CT0151,13504,WEED MEMORIAL BRANCH LIBRARY,1143 HOPE STREET,STAMFORD,06907,1825,2039641000,FAIRFIELD,BR,CC,E,0,005,CT,09,93
CT0152,13600,Sterling Public Library,1110 Plainfield Pike,STERLING,06373,0159,2035642692,WINDHAM,CE,NO,B,0,002,CT,09,93
CT0153,13700,Stonington Free Library,Wadawanuck Square,Stonington,06378,0188,2035350658,NEW LONDON,CE,NC,E,0,002,CT,09,93
CT0154,13800,Stratford Library Association,2203 Main St.,Stratford,06497,5995,2033854166,FAIRFIELD,CE,NC,G,0,002,CT,09,93
CT0155,13900,Kent Memorial Library,50 North Main St.,Suffield,06078,2117,2036682325,HARTFORD,CE,NC,D,0,002,CT,09,93
CT0156,14000,Thomaston Public Library,248 Main St.,Thomaston,06787,1720,2032834339,LITCHFIELD,CE,NC,D,0,002,CT,09,93
CT0157,14100,Thompson Public Library,339 Thompson Rd.,Thompson,06277,0188,2039239779,WINDHAM,CE,NO,D,0,002,CT,09,93
CT0157,14102,NORTH GROSVENORDALE BRANCH LIBRARY,65 MAIN STREET,THOMPSON,06255,9999,2039232142,WINDHAM,BR,NO,C,0,003,CT,09,93
CT0158,14200,Town of Tolland Public Library,21 Tolland Green,Tolland,06084,3028,2038713620,TOLLAND,CE,NC,D,0,002,CT,09,93
CT0159,14300,Torrington Library Association,12 Daycoeton Place,Torrington,06790,6399,2034896684,LITCHFIELD,CE,NC,F,0,002,CT,09,93
CT0160,14400,Trumbull Library,33 Quality St.,Trumbull,06611,3189,2032616421,FAIRFIELD,CE,NC,F,0,002,CT,09,93
CT0160,14402,FAIRCHILD BRANCH LIBRARY,1718 HUNTINGTON TURNPIKE,TRUMBULL,06611,5113,2033787972,FAIRFIELD,BR,NC,E,0,003,CT,09,93
CT0161,14500,Union Free Public Library,979 BUCKLEY HIGHWAY,Union,06076,4801,2036844913,TOLLAND,CE,NO,A,0,002,CT,09,93
CT0162,14600,"ROCKVILLE PUBLIC LIBRARY, INC.",52 Union St.,Vernon,06066,3127,2038755892,TOLLAND,CE,NC,F,0,002,CT,09,93
CT0163,14700,Voluntown Public Library,Main St.,Voluntown,06384,9701,2033760485,NEW LONDON,CE,NO,B,0,002,CT,09,93
CT0164,14800,Wallingford Public Library,200 North Main St.,Wallingford,06492,3791,2032656754,NEW HAVEN,CE,NC,F,0,002,CT,09,93
CT0164,14802,YALESVILLE BRANCH LIBRARY,400 CHURCH STREET,WALLINGFORD,06492,2206,2032693688,NEW HAVEN,BR,NC,E,0,003,CT,09,93
CT0165,14900,Warren Public Library,15 Sackett Hill Rd.,Warren,06754,1713,2038682195,LITCHFIELD,CE,NO,B,0,002,CT,09,93
CT0166,15000,Gunn Memorial Library,5 Wykeham Rd.,Washington,06793,1273,2038687586,LITCHFIELD,CE,NO,C,0,002,CT,09,93
CT0167,15100,Silas Bronson Library,267 Grand St.,Waterbury,06702,1981,2035748222,NEW HAVEN,CE,CC,H,0,002,CT,09,93
CT0167,15102,BUNKER HILL BRANCH LIBRARY,192 BUNKER HILL AVENUE,WATERBURY,06708,2226,2035748240,NEW HAVEN,BR,CC,F,0,003,CT,09,93
CT0168,15200,Waterford Public Library,49 Rope Ferry Rd.,Waterford,06385,2899,2034445805,NEW LONDON,CE,NC,E,0,002,CT,09,93
CT0169,15300,Watertown Library Association,470 Main St.,Watertown,06795,2613,2032746729,LITCHFIELD,CE,NC,E,0,002,CT,09,93
CT0169,15302,OAKVILLE BRANCH LIBRARY,55 DAVIS STREET,WATERTOWN,06779,1998,2032746761,LITCHFIELD,BR,NC,D,0,003,CT,09,93
CT0170,15400,Westbrook Public Library,61 Goodspeed Dr.,Westbrook,06498,1998,2033996422,MIDDLESEX,CE,NO,D,0,002,CT,09,93
CT0171,15500,West Hartford Public Library,20 SOUTH MAIN ST.,West Hartford,06107,2432,2035233279,HARTFORD,CE,NC,G,0,002,CT,09,93
CT0171,15502,BISHOP'S CORNER BRANCH LIBRARY,15 STARKEL ROAD,WEST HARTFORD,06117,2471,2032365446,HARTFORD,BR,NC,E,0,003,CT,09,93
CT0171,15503,FAXON BRANCH LIBRARY,1073 NEW BRITAIN AVENUE,WEST HARTFORD,06110,2403,2035235545,HARTFORD,BR,NC,E,0,004,CT,09,93
CT0172,15600,West Haven Public Library,300 Elm St.,West Haven,06516,4692,2039322221,NEW HAVEN,CE,CC,G,0,002,CT,09,93
CT0172,15602,LOUIS PIANTANO BRANCH LIBRARY,1 FOREST ROAD,WEST HAVEN,06516,1698,2039339335,NEW HAVEN,BR,CC,E,0,003,CT,09,93
CT0172,15603,ORA MASON BRANCH LIBRARY,260 BENHAM HILL ROAD,WEST HAVEN,06516,6541,2039339381,NEW HAVEN,BR,CC,E,0,004,CT,09,93
CT0173,15700,Weston Public Library,56 Norfield Rd.,Weston,06883,9970,2032222665,FAIRFIELD,CE,NC,D,0,002,CT,09,93
CT0174,L5800,Westport Public Library,Arnold Bernhard Plaza,Westport,06880,5020,2032278411,FAIRFIELD,CE,NC,F,0,002,CT,09,93
CT0175,15900,Wethersfield Public Library,515 Silas Deane Highway,Wethersfield,06109,2216,2035635348,HARTFORD,CE,NC,F,0,002,CT,09,93
CT0176,16000,Mary D. Edwards Public Library,111 River Rd.,Willington,06279,1841,2034293854,TOLLAND,CE,NO,C,0,002,CT,09,93
CT0177,16100,Wilton Library Association,137 Old Ridgefield Rd.,Wilton,06897,3000,2037623950,FAIRFIELD,CE,NC,E,0,002,CT,09,93
CT0178,16200,Beardsley & Memorial Library,40 Munro Place,WINCHESTER,06098,5109,2033796043,LITCHFIELD,CE,NO,E,0,002,CT,09,93
CT0179,16301,Guilford Smith Memorial Library,17 Main St.,WINDHAM,06266,0167,2034235159,WINDHAM,CE,NO,E,0,002,CT,09,93
CT0180,16312,Willimantic Public Library,905 Main St.,WINDHAM,06226,2330,2034236182,WINDHAM,CE,NO,E,0,002,CT,09,93
CT0181,16322,Windham Free Library,On the Green,Windham,06280,0168,2034230636,WINDHAM,CE,NO,E,0,002,CT,09,93
CT0182,16400,Windsor Public Library,323 Broad St.,Windsor,06095,2906,2032851910,HARTFORD,CE,NC,F,0,002,CT,09,93
CT0182,16403,WILSON BRANCH LIBRARY,365 WINDSOR AVENUE,WINDSOR,06095,4550,2032478960,HARTFORD,BR,NC,D,0,004,CT,09,93
CT0183,16500,Windsor Locks Public Library,28 Main St.,Windsor Locks,06096,2308,2036271495,HARTFORD,CE,NC,E,0,002,CT,09,93
CT0184,16600,Wolcott Public Library,469 Bound Line Road,Wolcott,06716,2007,2038793663,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0185,16700,Woodbridge Town Library,10 NEWTON RD.,Woodbridge,06525,1599,2033893433,NEW HAVEN,CE,NC,D,0,002,CT,09,93
CT0186,16800,Woodbury Public Library,"Main St., South",Woodbury,06798,9999,2032633502,LITCHFIELD,CE,NC,D,0,002,CT,09,93
CT0187,16901,North Woodstock Library,Rte. 169,Woodstock,06281,9999,2039282629,WINDHAM,CE,NO,D,0,002,CT,09,93
CT0188,16912,Howard W. Bracken Memorial Library,Academy Rd.,Woodstock,06281,0145,2039280046,WINDHAM,CE,NO,D,0,002,CT,09,93
CT0189,16922,May Memorial Library,Box 14,WOODSTOCK,06244,0014,2039280284,WINDHAM,CE,NO,D,0,002,CT,09,93
CT0190,16932,West Woodstock Library Association,Box 155,Woodstock,06281,0155,2039740376,WINDHAM,CE,NO,D,0,002,CT,09,93
CT0191,02500,Cheshire Public Library,104 Main St.,Cheshire,06410,2499,2032722245,NEW HAVEN,CE,NC,E,0,002,CT,09,93
CT0192,03200,BOOTH & DIMOCK MEMORIAL LIBRARY,1134 Main St.,Coventry,06238,0291,2037427606,TOLLAND,CE,NC,D,0,002,CT,09,93
CT0193,03900,Eastford Public Library,Old Colony Road,Eastford,06242,0248,2039740125,WINDHAM,CE,NO,B,0,002,CT,09,93
CT0194,06300,Fletcher Memorial Library,257 MAIN ST.,Hampton,06247,1419,2034559295,WINDHAM,CE,NO,B,0,002,CT,09,93
CT0195,06500,Hartland Public Library,61 Center St.,HARTLAND,06091,9999,2033790048,HARTFORD,CE,NO,B,0,002,CT,09,93
CT0012,01100,Prosser Public Library,One Tunxis Ave.,Bloomfield,06002,2476,2032439721,HARTFORD,CE,NC,D,0,004,CT,09,93
CT0016,01503,OLD MILL GREEN BRANCH LIBRARY,                                 -1,BRIDGEPORT,06610,2001,2035767634,FAIRFIELD,BR,CC,E,0,008,CT,09,93
CT0016,01500,Bridgeport Public Library,925 Broad St.,Bridgeport,06604,4813,2035767777,FAIRFIELD,CE,CC,H,0,009,CT,09,93
CT0016,01504,NEWFIELD BRANCH LIBRARY,755 CENTRAL STREET,BRIDGEPORT,06607,1798,2035767428,FAIRFIELD,BR,CC,E,0,010,CT,09,93
CT0016,01505,NORTH BRANCH LIBRARY,2181 MAIN STREET,BRIDGEPORT,06497,5920,2035767423,FAIRFIELD,BR,CC,E,0,011,CT,09,93
CT0018,01702,MANROSS MEMORIAL LIBRARY,260 CENTRAL STREET,BRISTOL,06010,5021,2035847790,HARTFORD,BR,CC,F,0,005,CT,09,93
CT0018,01700,Bristol Public Library,5 High St.,Bristol,06010,0730,2035847787,HARTFORD,CE,CC,G,0,006,CT,09,93
CT0024,02302,CHERRY BROOK LIBRARY,ROUTE 179,CANTON,06020,9999,2036938418,HARTFORD,BR,NC,C,0,004,CT,09,93
CT0142,12601,HUNTINGTON BRANCH,41 CHURCH ST.,SHELTON,06484,5804,2039260111,FAIRFIELD,BR,NC,F,0,003,CT,09,93
DE0001,DE0001-002,APPOQUINIMINK PUBLIC LIBRARY,218 North Broad Street,Middletown,19709,0106,3023789133,NEW CASTLE,CE,NO,D,0,002,DE,10,93
DE0002,DE0002-002,Frankford Public Library,8 Main Street,Frankford,19945,0610,3027329351,SUSSEX,CE,NO,D,0,002,DE,10,93
DE0003,DE0003-002,Georgetown Public Library,10 West Pine Street,Georgetown,19947,1826,3028567958,SUSSEX,CE,NO,D,0,002,DE,10,93
DE0004,DE0004-002,Greenwood Public Library,Mill Street,Greenwood,19950,0335,3023495309,SUSSEX,CE,NO,C,0,002,DE,10,93
