K_DECTOP,LIB_CODE,LIB_NAME,LIB_ADDR,LIB_CITY,LIB_ZIP,LIB_ZIP4,LIB_PHONE,LIB_CNTY,C_OUT_TYP,C_MSA,C_SER_POP,LIB_NUM_BM,K_SEQ,STABR,PUB_FIPS,YR
FL0035,FL0035-004,COLLEGE HILL BRANCH LIBRARY,2607 EAST MARTIN L. KING DR.,TAMPA,33605,7770,8132733681,HILLSBOROUGH,BR,CC,U,-1,004,FL,12,93
FL0035,FL0035-005,CITRUS PARK-KEYSTONE BRANCH LIBRARY,8708 NORTH MOBLEY ROAD,ODESSA,33556,2509,8132643825,HILLSBOROUGH,BR,NC,U,-1,005,FL,12,93
FL0035,FL0035-006,EASTLAKE BRANCH LIBRARY,5701 EAST HILLSBOROUGH AVE.,TAMPA,33610,5413,8137445528,HILLSBOROUGH,BR,CC,U,-1,006,FL,12,93
FL0035,FL0035-007,LUTZ BRANCH LIBRARY,101 WEST LUTZ LAKE FERN RD.,LUTZ,33549,4201,8132643800,HILLSBOROUGH,BR,NC,U,-1,007,FL,12,93
FL0035,FL0035-008,NORTH TAMPA BRANCH LIBRARY,8916 NORTH BLVD.,TAMPA,33604,  -1,8139752111,HILLSBOROUGH,BR,CC,U,-1,008,FL,12,93
FL0035,FL0035-009,NORTHWEST REGIONAL BRANCH LIBRARY,15610 PREMIER DRIVE,TAMPA,33624,1330,8132643831,HILLSBOROUGH,BR,CC,U,-1,009,FL,12,93
FL0035,FL0035-010,PENINSULAR BRANCH LIBRARY,3909 NEPTUNE STREET,TAMPA,33629,5815,8132733680,HILLSBOROUGH,BR,CC,U,-1,010,FL,12,93
FL0035,FL0035-011,PLANT CITY PUBLIC LIBRARY,501 NORTH WHEELER ST.,PLANT CITY,33566,3299,8137579215,HILLSBOROUGH,CE,NC,U,-1,011,FL,12,93
FL0035,FL0035-012,WEST TAMPA BRANCH LIBRARY,1718 NORTH HOWARD AVE,TAMPA,33607,3430,8132733674,HILLSBOROUGH,BR,CC,U,-1,012,FL,12,93
FL0035,FL0035-013,YBOR CITY BRANCH,1505 NEBRASKA,TAMPA,33602,2899,8132725547,HILLSBOROUGH,BR,CC,U,-1,013,FL,12,93
FL0035,FL0035-014,RIVERVIEW BRANCH LIBRARY,10509 RIVERVIEW DRIVE,RIVERVIEW,33569,4367,8136717690,HILLSBOROUGH,BR,NC,U,-1,014,FL,12,93
FL0035,FL0035-015,SEMINOLE BRANCH LIBRARY,4711 CENTRAL AVE.,TAMPA,33603,3934,8132733669,HILLSBOROUGH,BR,CC,U,-1,015,FL,12,93
FL0035,FL0035-017,TEMPLE TERRACE BRANCH LIBRARY,202 BULLARD PKWY,TEMPLE TERRACE,33617,5580,8139897160,HILLSBOROUGH,CE,NC,U,-1,017,FL,12,93
FL0035,FL0035-018,THONOTOSASSA BRANCH LIBRARY,P.O. BOX 1406,THONOTOSASSA,33592,1406,8139876215,HILLSBOROUGH,BR,NC,U,-1,018,FL,12,93
FL0035,FL0035-019,WEST GATE BRANCH LIBRARY,7609 PAULA DR.,TAMPA,33615,4115,8135545031,HILLSBOROUGH,BR,CC,U,-1,019,FL,12,93
FL0035,FL0035-020,PORT TAMPA BRANCH LIBRARY,8611 INTERBAY BLVD.,TAMPA,33616,1852,8132733683,HILLSBOROUGH,BR,CC,U,-1,020,FL,12,93
FL0036,FL0036-003,MARIAN FELL LIBRARY,NORTH CYPRESS STREET,FELLSMERE,32948,  -1,4075710688,INDIAN RIVER,BR,CC,U,-1,003,FL,12,93
FL0036,FL0036-004,NORTH INDIAN RIVER COUNTY LIBRARY,1001 COUNTY ROAD 512,SEBASTIAN,32958,  -1,4075891355,INDIAN RIVER,BR,NC,U,-1,004,FL,12,93
FL0037,FL0037-003,GRACEVILLE BRANCH,P.O. BOX 186,GRACEVILLE,32440,0186,9042633659,JACKSON,BR,NO,U,-1,003,FL,12,93
FL0039,FL0039-003,COOPER MEMORIAL LIBRARY,620 MONTROSE ST.,CLERMONT,32711,2166,9043944265,LAKE,BR,NC,U,-1,003,FL,12,93
FL0039,FL0039-004,TAVARES PUBLIC LIBRARY,314 NORTH NEW HAMPSHIRE AVE.,TAVARES,32778,3099,9047426204,LAKE,BR,CC,U,-1,004,FL,12,93
FL0042,FL0042-003,BONITA SPRINGS PUBLIC LIBRARY,26876 PINE AVE.,BONITA SPRINGS,33923,5099,8139920101,LEE,BR,NC,U,-1,003,FL,12,93
FL0042,FL0042-004,CAPE CORAL PUBLIC LIBRARY,921 SW 39TH TERRACE,CAPE CORAL,33914,5799,8135423953,LEE,BR,NC,U,-1,004,FL,12,93
FL0042,FL0042-005,CAPTIVA MEMORIAL LIBRARY,P.O. DRAWER 99 11550 CHAPIN LANE,CAPTIVA ISLAND,33924,0099,8134722133,LEE,BR,NC,U,-1,005,FL,12,93
FL0042,FL0042-006,DUNBAR JUPITER HAMMON LIBRARY,1936 HENDERSON AVENUE,FORT MYERS,33916,2032,8133343602,LEE,BR,NC,U,-1,006,FL,12,93
FL0042,FL0042-007,LEHIGH ACRES PUBLIC LIBRARY,1301 HOMESTEAD ROAD,LEHIGH ACRES,33936,6015,8133691098,LEE,BR,NC,U,-1,007,FL,12,93
FL0042,FL0042-008,NORTH FORT MYERS PUBLIC LIBRARY,2001 TAMIAMI TRAIL NE,NORTH FORT MYERS,33903,2806,8139970320,LEE,BR,NC,U,-1,008,FL,12,93
FL0042,FL0042-009,PINE ISLAND PUBLIC LIBRARY,10700 RUSSELL ROAD NW,BOKEELIA,33922,3199,8132830786,LEE,BR,NC,U,-1,009,FL,12,93
FL0044,FL0044-003,BOND COMMUNITY LIBRARY,2295 PASCO STREET,TALLAHASSEE,32304,0908,9044871815,LEON,BR,CC,U,-1,003,FL,12,93
FL0044,FL0044-004,PARKWAY OUTLET,2998 APALACHEE PARKWAY,TALLAHASSEE,32301,3678,9044871926,LEON,BR,CC,U,-1,004,FL,12,93
FL0046,FL0046-003,BRADEN RIVER BRANCH,4915 - 53RD AVENUE EAST,BRADENTON,34203,4134,8137516696,MANATEE,BR,NC,U,-1,003,FL,12,93
FL0046,FL0046-004,ISLAND BRANCH,5701 MARINA DRIVE,HOLMES BEACH,34217,  -1,8137786341,MANATEE,BR,NC,U,-1,004,FL,12,93
FL0046,FL0046-005,PALMETTO BRANCH,923-6TH STREET WEST,PALMETTO,34221,4607,8137223333,MANATEE,BR,NC,U,-1,005,FL,12,93
FL0047,FL0047-003,HOBE SOUND BRANCH LIBRARY,8985 SE BRIDGE ROAD,HOBE SOUND,33455,5391,4075462257,MARTIN,BR,NC,U,-1,003,FL,12,93
FL0047,FL0047-004,JENSEN BEACH BRANCH LIBRARY,1900 RICOU TERRACE,JENSEN BEACH,34957,4131,4073343388,MARTIN,BR,NC,U,-1,004,FL,12,93
FL0047,FL0047-005,INDIANTOWN BRANCH,15200 SW ADAMS AVE,INDIANTOWN,34956,3432,4075974200,MARTIN,BR,NC,U,-1,005,FL,12,93
FL0048,FL0048-003,KEY LARGO BRANCH,101485 OVERSEAS HWY.,KEY LARGO,33037,  -1,3054512396,MONROE,BR,NO,U,-1,003,FL,12,93
FL0048,FL0048-004,GEORGE DOLEZAL BRANCH,3251 OVERSEAS HIGHWAY,MARATHON,33050,2344,3057435156,MONROE,BR,NO,U,-1,004,FL,12,93
FL0048,FL0048-005,HELEN WADLEY BRANCH,P.O. BOX 1120,ISLAMORADA,33036,1120,3056644645,MONROE,BR,NO,U,-1,005,FL,12,93
FL0056,FL0056-002,BOCA RATON PUBLIC LIBRARY,200 NORTHWEST SECOND AVENUE,BOCA RATON,33432,3798,4073937852,PALM BEACH,CE,CC,G,-1,002,FL,12,93
FL0059,FL0059-003,BELLE GLADE BRANCH,530 SOUTH MAIN ST.,BELLE GLADE,33430,3999,4079963453,PALM BEACH,BR,NC,U,-1,003,FL,12,93
FL0059,FL0059-004,GREENACRES BRANCH LIBRARY,3750 JOG RD.,GREENACRES,33463,1529,4076419100,PALM BEACH,BR,NC,U,-1,004,FL,12,93
FL0059,FL0059-005,JUPITER BRANCH LIBRARY,705 MILITARY TRAIL,JUPITER,33458,5724,4077442301,PALM BEACH,BR,NC,U,-1,005,FL,12,93
FL0059,FL0059-006,LOULA V. YORK MEMORIAL LIBRARY,525 BACOM POINT ROAD,PAHOKEE,33476,2407,4079245928,PALM BEACH,BR,NC,U,-1,006,FL,12,93
FL0059,FL0059-007,NORTH COUNTY BRANCH LIBRARY,365 TEQUESTA DR.,TEQUESTA,33458,3081,4077465970,PALM BEACH,BR,NC,U,-1,007,FL,12,93
FL0059,FL0059-008,OKEECHOBEE BOULEVARD BRANCH,5760 WEST OKEECHOBEE BLVD.,WEST PALM BEACH,33417,4389,4072331880,PALM BEACH,BR,CC,U,-1,008,FL,12,93
FL0059,FL0059-009,PALM BEACH COUNTY PUBLIC LIBRARY SYSTEM ANNEX,7950 CENTRAL INDUSTRIAL AVE.,RIVIERA BEACH,33404,3436,4078454500,PALM BEACH,BR,NC,U,-1,009,FL,12,93
FL0059,FL0059-010,PALM BEACH GARDENS BRANCH LIBRARY,"8895 NORTH MILITARY TRAIL, BLDG C",PALM BEACH GARDEN,33410,6246,4076266133,PALM BEACH,BR,NC,U,-1,010,FL,12,93
FL0059,FL0059-011,SOUTHWEST COUNTY BRANCH,20701 95TH AVE. S,BOCA RATON,33434,3952,4074824554,PALM BEACH,BR,CC,U,-1,011,FL,12,93
FL0065,FL0065-003,CENTENNIAL PARK BRANCH LIBRARY,5740 MOOG ROAD EAST,HOLIDAY,34690,2354,8138460199,PASCO,BR,NC,U,-1,003,FL,12,93
FL0065,FL0065-004,HUDSON AREA BRANCH LIBRARY,8012 LIBRARY ROAD,HUDSON,34667,6991,8138635141,PASCO,BR,NC,U,-1,004,FL,12,93
FL0065,FL0065-005,HUGH EMBRY BRANCH LIBRARY,105 N FOURTH ST.,DADE CITY,33525,3807,9045673576,PASCO,BR,NC,U,-1,005,FL,12,93
FL0067,FL0067-003,BEACH BRANCH LIBRARY,40 CAUSEWAY BLVD,CLEARWATER,34630,2001,8134626890,PINELLAS,BR,CC,U,-1,003,FL,12,93
FL0067,FL0067-004,CLEARWATER COUNTRYSIDE LIBRARY,2741 STATE ROAD 580,CLEARWATER,34621,3353,8134626448,PINELLAS,BR,CC,U,-1,004,FL,12,93
FL0067,FL0067-005,CLEARWATER EAST LIBRARY,2251 DREW STREET,CLEARWATER,34625,3306,8134626400,PINELLAS,BR,CC,U,-1,005,FL,12,93
FL0067,FL0067-006,NORTH GREENWOOD BRANCH,1250 PALMETTO,CLEARWATER,34615,4397,8134626895,PINELLAS,BR,CC,U,-1,006,FL,12,93
FL0086,FL0086-003,NORTHWEST BRANCH LIBRARY,"1104 N. MARTIN LUTHER KING, JR.AVE",LAKELAND,33805,4426,8134998243,POLK,BR,CC,U,-1,003,FL,12,93
FL0090,FL0090-003,CRESCENT CITY PUBLIC LIBRARY,610 NORTH SUMMIT,CRESCENT CITY,32112,2148,9046982600,PUTNAM,BR,NO,U,-1,003,FL,12,93
FL0090,FL0090-004,INTERLACHEN PUBLIC LIBRARY,P.O. BOX 260,INTERLACHEN,32148,0260,9046841600,PUTNAM,BR,NO,U,-1,004,FL,12,93
FL0091,FL0091-005,HASTINGS BRANCH LIBRARY,6150 S. MAIN ST. P.O. BOX 606,HASTINGS,32145,0606,9046922841,ST. JOHNS,BR,NC,U,-1,005,FL,12,93
FL0092,FL0092-003,LAKEWOOD PARK BRANCH LIBRARY,7605 SANTA BARBARA DRIVE,FORT PIERCE,34951,2141,4074686870,ST. LUCIE,BR,CC,U,-1,003,FL,12,93
FL0092,FL0092-004,PORT ST. LUCIE BRANCH LIBRARY,180 SW PRIMA VISTA BLVD.,PORT ST. LUCIE,34983,8429,4078781467,ST. LUCIE,BR,NC,U,-1,004,FL,12,93
FL0092,FL0092-005,ZORA NEALE HURSTON BRANCH LIBRARY,3010 AVENUE D,FORT PIERCE,34947,2639,4074672154,ST. LUCIE,BR,CC,U,-1,005,FL,12,93
FL0093,FL0093-003,GULF GATE LIBRARY,7112 CURTISS AVE.,SARASOTA,34231,8013,8139515587,SARASOTA,BR,CC,U,-1,003,FL,12,93
FL0093,FL0093-004,ELSIE QUIRK LIBRARY,101 COCOANUT AVE,ENGLEWOOD,34223,2987,8134743515,SARASOTA,BR,NC,U,-1,004,FL,12,93
FL0093,FL0093-005,NORTH PORT LIBRARY,13000 SOUTH TAMIAMI TRAIL,NORTH PORT,34287,2146,8134264300,SARASOTA,BR,NC,U,-1,005,FL,12,93
FL0093,FL0093-006,VENICE AREA PUBLIC LIBRARY,300 SOUTH NOKOMIS AVE,VENICE,34285,2296,8134923100,SARASOTA,BR,NC,U,-1,006,FL,12,93
FL0095,FL0095-003,NORTH BRANCH LIBRARY,150 N. PALMETTO AVE.,SANFORD,32771,1395,4073222182,SEMINOLE,BR,NC,U,-1,003,FL,12,93
FL0095,FL0095-004,WEST BRANCH LIBRARY,"245 HUNT CLUB BLVD., NORTH",LONGWOOD,32779,7108,4078622282,SEMINOLE,BR,NC,U,-1,004,FL,12,93
FL0095,FL0095-005,NORTHWEST BRANCH LIBRARY,580 GREENWAY BLVD.,LAKE MARY,32746,3767,4073212419,SEMINOLE,BR,NC,U,-1,005,FL,12,93
FL0095,FL0095-006,CENTRAL BRANCH LIBRARY,215 NORTH OXFORD ROAD,CASSELBERRY,32707,2348,4073394000,SEMINOLE,BR,NC,U,-1,006,FL,12,93
FL0099,FL0099-003,DEBARY PUBLIC LIBRARY,2 AZALEA DRIVE,DEBARY,32713,2834,4076688296,VOLUSIA,BR,NC,U,-1,003,FL,12,93
FL0099,FL0099-004,DELAND AREA PUBLIC LIBRARY,130 EAST HOWRY ST.,DELAND,32724,5500,9047342424,VOLUSIA,BR,NC,U,-1,004,FL,12,93
FL0099,FL0099-005,DELTONA PUBLIC LIBRARY,1691 PROVIDENCE BLVD,DELTONA,32725,4928,4075741496,VOLUSIA,BR,NC,U,-1,005,FL,12,93
FL0099,FL0099-006,ORMOND BEACH PUBLIC LIBRARY,30 SOUTH BEACH STREET,ORMOND BEACH,32174,6380,9046730163,VOLUSIA,BR,NC,U,-1,006,FL,12,93
FL0099,FL0099-007,PORT ORANGE DARREL KREIGHBAUM LIBRARY,1000 CITY CENTER CIRCLE,PORT ORANGE,32119,4144,9047561342,VOLUSIA,BR,NC,U,-1,007,FL,12,93
FL0099,FL0099-008,NEW SMYRNA BEACH BRANNON MEMORIAL LIBRARY,105 SOUTH RIVERSIDE DR.,NEW SMYRNA BEACH,32169,7197,9044282572,VOLUSIA,BR,NC,U,-1,008,FL,12,93
FL0099,FL0099-009,ORANGE CITY DICKINSON MEMORIAL LIBRARY,148 ALBERTUS WAY,ORANGE CITY,32763,5900,9047756116,VOLUSIA,BR,NC,U,-1,009,FL,12,93
FL0099,FL0099-010,OAK HILL PUBLIC LIBRARY,"P.O. BOX 67, U.S. HWY. 1",OAK HILL,32759,0067,9043453522,VOLUSIA,BR,NC,U,-1,010,FL,12,93
FL0099,FL0099-011,S. CORNELIA YOUNG MEMORIAL LIBRARY,302 VERMONT AVE.,DAYTONA BEACH,32118,4698,9042522601,VOLUSIA,BR,NC,U,-1,011,FL,12,93
FL0099,FL0099-012,EDGEWATER PUBLIC LIBRARY,103 INDIAN RIVER BLVD.,EDGEWATER,32132,3538,9044271777,VOLUSIA,BR,NC,U,-1,012,FL,12,93
FL0099,FL0099-013,DICKERSON COMMUNITY CENTER LIBRARY,308 DR. MARTIN LUTHER KING BLVD,DAYTONA BEACH,32114,3055,9042528107,VOLUSIA,BR,CC,U,-1,013,FL,12,93
FL0099,FL0099-014,LAKE HELEN PUBLIC LIBRARY,221 NORTH EUCLID AVE.,LAKE HELEN,32744,2635,9042282442,VOLUSIA,BR,NC,U,-1,014,FL,12,93
FL0099,FL0099-015,HOLLY HILL PUBLIC LIBRARY,1066 RIDGEWOOD AVE.,HOLLY HILL,32117,2835,9042553093,VOLUSIA,BR,NC,U,-1,015,FL,12,93
FL0101,FL0101-004,COASTAL BRANCH LIBRARY,P.O. BOX 1174,SANTA ROSA BEACH,32459,1174,9042672809,WALTON,BR,NO,U,-1,004,FL,12,93
FL0101,FL0101-005,FREEPORT BRANCH LIBRARY,P.O. BOX 398,FREEPORT,32439,0398,9048352040,WALTON,BR,NO,U,-1,005,FL,12,93
FL0106,FL0106-003,WEST HERNANDO BRANCH LIBRARY,6335 BLACKBIRD AVE.,BROOKSVILLE,34613,6376,9045961077,HERNANDO,BR,NC,U,-1,003,FL,12,93
FL0109,FL0109-003,BUENAVENTURA LAKES LIBRARY,405 BUENAVENTURA BLVD,KISSIMMEE,34743,5331,4073488767,OSCEOLA,BR,NC,U,-1,003,FL,12,93
FL0109,FL0109-004,LAW LIBRARY,12 SOUTH VERNON AVE.,KISSIMMEE,34741,3601,4078471540,OSCEOLA,BR,NC,U,-1,004,FL,12,93
FL0106,FL0106-004,LITTLE RED SCHOOLHOUSE BRANCH,1208 KENLAKE AVENUE,SPRING HILL,34606,4727,9046830237,HERNANDO,BR,NC,U,-1,004,FL,12,93
FL0006,FL0006-002,BILLY OSCEOLA MEMORIAL LIBRARY,BRIGHTON RESERVATION  RT 6 BOX 668,OKEECHOBEE,34974,8910,8137634236,GLADES,CE,NO,U,-1,002,FL,12,93
FL0006,FL0006-003,DOROTHY SCOTT OSCEOLA LIBRARY,3100 NW 63RD AVE,HOLLYWOOD,33024,2120,3059464860,BROWARD,BR,CC,U,-1,003,FL,12,93
FL0006,FL0006-004,WILLIE FRANK LIBRARY,"BIG CYPRESS RESERVATION, STAR ROUTE",CLEWISTON,33440,  -1,8139836724,HENDRY,BR,NO,U,-1,004,FL,12,93
FL0011,FL0011-015,SOUTH MAINLAND LIBRARY-MICCO,299 BAREFOOT BOULEVARD,BAREFOOT BAY,32976,7420,4076644066,BREVARD,BR,NC,U,-1,015,FL,12,93
FL0018,FL0018-008,COASTAL REGION LIBRARY,8619 WEST CRYSTAL STREET,CRYSTAL RIVER,34428,4400,9047953716,CITRUS,BR,NO,U,-1,008,FL,12,93
FL0025,FL0025-031,WEST FLAGLER BRANCH,5050 WEST FLAGLER ST.,MIAMI,33134,1299,3054428710,DADE,BR,CC,U,-1,031,FL,12,93
FL0109,FL0109-005,KISSIMMEE LIBRARY,305 BROADWAY,KISSIMMEE,34741,5717,4078475829,OSCEOLA,BR,NC,U,-1,005,FL,12,93
FL0109,FL0109-006,POINCIANA LIBRARY,33 DOVERPLUM ROAD,POINCIANA,34759,  -1,4079332008,OSCEOLA,BR,NC,U,-1,006,FL,12,93
FL0109,FL0109-007,ST. CLOUD LIBRARY,1001 NEW YORK AVE.,ST. CLOUD,34769,3739,4078923954,OSCEOLA,BR,NC,U,-1,007,FL,12,93
FL0059,FL0059-013,WEST ATLANTIC BRANCH LIBRARY,7777 WEST ATLANTIC AVE.,DELRAY BEACH,33446,1398,4074983110,PALM BEACH,BR,CC,U,-1,013,FL,12,93
FL0059,FL0059-014,WEST COUNTY BRANCH LIBRARY,1030 ROYAL PALM BEACH BLVD.,ROYAL PALM BEACH,33411,  -1,4077980154,PALM BEACH,BR,NC,U,-1,014,FL,12,93
FL0095,FL0095-007,EAST BRANCH LIBRARY,310 DIVISION STREET,OVIEDO,32765,9538,4073668150,SEMINOLE,BR,NC,U,-1,007,FL,12,93
FL0099,FL0099-018,VOLUSIA COUNTY LIBRARY CENTER,CITY ISLAND,DAYTONA BEACH,32114,  -1,9042553765,VOLUSIA,BR,CC,U,-1,018,FL,12,93
FL0065,FL0065-006,LAND O'LAKES BRANCH LIBRARY,2818 COLLIER PKWY.,LAND O'LAKES,34639,4759,8139494795,PASCO,BR,NC,U,-1,006,FL,12,93
FL0046,FL0046-006,SOUTH MANATEE COUNTY BRANCH,1506 BAYSHORE GARDENS PARKWAY,BRADENTON,34207,4686,8137553892,MANATEE,BR,NC,U,-1,006,FL,12,93
FL0090,FL0090-005,MELROSE PUBLIC LIBRARY,P.O. BOX 1048,MELROSE,32666,1048,9044751237,PUTNAM,BR,NO,U,-1,005,FL,12,93
FL0090,FL0090-006,WELAKA WOMAN'S CLUB LIBRARY,P.O. BOX 154,WELAKA,32193,0068,9044679706,PUTNAM,BR,NO,U,-1,006,FL,12,93
FL0017,FL0017-005,HUGH CREEK PUBLIC LIBRARY,RT. 1 BOX 320,BLOUNTSTOWN,32424,9759,9046743334,CALLHOUN,BR,NO,U,-1,005,FL,12,93
FL0005,FL0005-012,SOUTH ORANGE LIBRARY-WATERBRIDGE DOWNS SHP.CT,11346 S. ORANGE BLOSSOM TRAIL,ORLANDO,32821,9426,4074386590,ORANGE,BR,CC,U,-1,012,FL,12,93
FL0005,FL0005-013,WINDERMERE LIBRARY,530 MAIN STREET,WINDERMERE,34786,3545,4078763939,ORANGE,BR,NC,U,-1,013,FL,12,93
FL0025,FL0025-032,NORTH CENTRAL BRANCH,9590 N.W. 27 AVENUE,MIAMI,33147,2458,3056934541,DADE,BR,CC,U,-1,032,FL,12,93
FL0025,FL0025-033,WEST KENDALL REGIONAL,10201 HAMMOCKS BLVD,MIAMI,33196,3779,3053857135,DADE,BR,CC,U,-1,033,FL,12,93
FL0012,FL0012-027,LAUDERHILL/MALL BRANCH,4257 NW 12TH STREET,LAUDERHILL,33313,  -1,3057911000,BROWARD,BR,NC,U,-1,027,FL,12,93
FL0065,FL0065-007,NEW RIVER BRANCH LIBRARY,34043 STATE ROAD 54,ZEPHYRHILLS,33543,9112,8137886375,PASCO,BR,NC,U,-1,007,FL,12,93
FL0065,FL0065-008,REGENCY PARK BRANCH LIBRARY,9701 LITTLE ROAD,NEW PORT RICHEY,34654,3420,8138633267,PASCO,BR,NC,U,-1,008,FL,12,93
FL0065,FL0065-009,SOUTH HOLIDAY BRANCH LIBRARY,4649 MILE STRETCH ROAD,HOLIDAY,34690,4332,8139426894,PASCO,BR,NC,U,-1,009,FL,12,93
FL0106,FL0106-005,ISTACHATTA BRANCH LIBRARY,238 HOWELL AVENUE,BROOKSVILLE,34601,  -1,9047544043,HERNANDO,BR,NC,U,-1,005,FL,12,93
FL0035,FL0035-022,RUSKIN BRANCH LIBRARY,ONE DICKMAN DR. SE,RUSKIN,33570,4314,8136717638,HILLSBOROUGH,BR,NC,U,-1,022,FL,12,93
FL0042,FL0042-011,RUTENBERG BRANCH LIBRARY,6490 SOUTH POINTE BLVD.,FT. MYERS,33919,4908,8134335900,LEE,BR,CC,U,-1,011,FL,12,93
FL0093,FL0093-008,ANNE MARBUT ENVIRONMENTAL LIBRARY,7112 CURTISS AVE.,SARASOTA,34231,8013,8139249677,SARASOTA,BR,CC,U,-1,008,FL,12,93
FL0011,FL0011-016,FRANKLIN T. DEGROODT MEMORIAL LIBRARY,6475 MINTON RD. SW,PALM BAY,32908,3466,4079526317,BREVARD,BR,CC,U,-1,016,FL,12,93
FL0011,FL0011-017,TALKING BOOK LIBRARY,308 FORREST AVE.,COCOA,32922,7781,4076331810,BREVARD,BR,NC,U,-1,017,FL,12,93
FL0003,FL0003-019,SAN MARCO BRANCH,1565 HENDRICKS AVE.,JACKSONVILLE,32207,3107,9043989879,DUVAL,BR,CC,U,-1,019,FL,12,93
FL0003,FL0003-020,TALKING BOOK LIBRARY,"1755 EDGEWOOD AVE. W, STE. 1",JACKSONVILLE,32208,7206,9047655588,DUVAL,BR,CC,U,-1,020,FL,12,93
FL0006,FL0006-005,IMMOKALEE READING ROOM,1261 MARY WATTS BILLIE DR.,IMMOKALEE,33934,4123,8136576567,COLLIER,BR,NC,U,-1,005,FL,12,93
FL0006,FL0006-006,TAMPA BRANCH LIBRARY,"521 N ORIENT RD., A-9",TAMPA,33601,  -1,        -1,HILLSBOROUGH,BR,CC,U,-1,006,FL,12,93
FL0008,FL0008-008,SUBREGIONAL TALKING BOOK LIBRARY,200 W GREGORY ST.,PENSACOLA,32501,4878,9044351760,ESCAMBIA,BR,CC,U,-1,008,FL,12,93
FL0009,FL0009-009,MILLHOPPER BRANCH LIBRARY,3145 NW 43RD ST.,GAINESVILLE,32306,6107,9043341272,ALACHUA,BR,CC,U,-1,009,FL,12,93
FL0009,FL0009-010,TOWER ROAD BRANCH LIBRARY,3020 SW 75TH ST.,GAINESVILLE,32608,4728,9043310600,ALACHUA,BR,CC,U,-1,010,FL,12,93
FL0012,FL0012-028,BEACH BRANCH LIBRARY,221 POMPANO BEACH BLVD.,POMPANO BEACH,33060,5102,        -1,BROWARD,BR,CC,U,-1,028,FL,12,93
FL0012,FL0012-029,BROWARD COUNTY TALKING BOOK LIBRARY,100 S ANDREWS AVE.,FORT LAUDERDALE,33301,1826,3053577397,BROWARD,BR,CC,U,-1,029,FL,12,93
FL0012,FL0012-030,GALT OCEAN MILE READING CENTER,3403 GALT OCEAN DR.,FORT LAUDERDALE,33308,7003,3055372877,BROWARD,BR,CC,U,-1,030,FL,12,93
FL0012,FL0012-031,NORTH REGIONAL/BCC LIBRARY,"1000 COCONUT CREEK BLVD., BLDG. 62",COCONUT CREEK,33066,1615,3059732250,BROWARD,BR,NC,U,-1,031,FL,12,93
FL0012,FL0012-032,NORTHWEST BRANCH LIBRARY,1580 NW THIRD AVE.,POMPANO BEACH,33060,5447,3053577397,BROWARD,BR,CC,U,-1,032,FL,12,93
FL0012,FL0012-035,POMPANO BEACH PUBLIC LIBRARY,1213 E ATLANTIC BLVD.,POMPANO BEACH,33060,7492,3057862181,BROWARD,BR,CC,U,-1,033,FL,12,93
FL0005,FL0005-014,TALKING BOOK SECTION,101 E CENTRAL BLVD.,ORLANDO,32801,2471,4074254694,ORANGE,BR,CC,U,-1,014,FL,12,93
FL0025,FL0025-034,METRORAIL BRANCH LIBRARY CIVIC CENTER STATION,101 W FLAGLER ST.,MIAMI,33130,1523,3053240291,DADE,BR,CC,U,-1,034,FL,12,93
FL0035,FL0035-023,HILLSBOROUGH COUNTY TALKING BOOKS,900 N ASHLEY ST.,TAMPA,33602,3788,8132733609,HILLSBOROUGH,BR,CC,U,-1,023,FL,12,93
FL0042,FL0042-012,TALKING BOOKS LIBRARY,13240 N CLEVELAND AVE,NORTH FORT MYERS,33903,4824,8139952665,LEE,BR,NC,U,-1,012,FL,12,93
FL0042,FL0042-013,RIVERDALE BRANCH LIBRARY,14564 PALM BEACH BLVD.,FORT MYERS,33905,2323,8136945100,LEE,BR,CC,U,-1,013,FL,12,93
FL0044,FL0044-006,NORTHWEST BRANCH LIBRARY,3840-302 NORTH MONROE ST.,TALLAHASSEE,32303,2179,9044882665,LEON,BR,NC,U,-1,006,FL,12,93
FL0046,FL0046-007,MANATEE COUNTY TALKING BOOK SERVICE,1301 BARCARROTA BLVD. W,BRADENTON,34205,7599,8137491711,MANATEE,BR,CC,U,-1,007,FL,12,93
FL0047,FL0047-006,LAW LIBRARY BRANCH,100 E OCEAN BLVD.,STUART,34994,2374,4072211427,MARTIN,BR,NC,U,-1,006,FL,12,93
FL0059,FL0059-015,CLARENCE E. ANTHONY BRANCH LIBRARY,375 SW 2ND AVE.,SOUTH BAY,33493,  -1,4079928393,PALM BEACH,BR,NC,U,-1,015,FL,12,93
FL0091,FL0091-006,BARTRAM TRAIL BRANCH LIBRARY,"445 STATE RD. 13 N, STE. 13",JACKSONVILLE,32259,2822,9042874929,ST JOHNS,BR,NC,U,-1,006,FL,12,93
FL0091,FL0091-007,PONTE VEDRA BEACH BRANCH LIBRARY,101 LIBRARY BLVD.,PONTE VEDRA BEACH,32082,  -1,9042731145,ST. JOHNS,BR,NC,U,-1,007,FL,12,93
FL0092,FL0092-007,MORNINGSIDE BRANCH LIBRARY,2410 MORNINGSIDE BLVD.,PORT ST. LUCIE,34952,5421,4078781467,ST. LUCIE,BR,NC,U,-1,007,FL,12,93
